"","x"
"2142",4823
"2143",4823
"2144",4822
"2145",4821
"2146",4820
"2147",4818
"2148",4817
"2149",4817
"2150",4816
"2151",4816
"2152",4815
"2153",4815
"2154",4815
"2155",4815
"2156",4814
"2157",4814
"2158",4813
"2159",4813
"2160",4813
"2161",4813
"2162",4812
"2163",4812
"2164",4812
"2165",4808
"2166",4808
"2167",4806
"2168",4806
"2169",4805
"2170",4805
"2171",4804
"2172",4803
"2173",4803
"2174",4803
"2175",4802
"2176",4801
"2177",4800
"2178",4800
"2179",4799
"2180",4798
"2181",4798
"2182",4798
"2183",4796
"2184",4796
"2185",4796
"2186",4795
"2187",4795
"2188",4795
"2189",4795
"2190",4794
"2191",4794
"2192",4793
"2193",4793
"2194",4793
"2195",4791
"2196",4790
"2197",4790
"2198",4786
"2199",4786
"2200",4785
"2201",4784
"2202",4784
"2203",4784
"2204",4784
"2205",4784
"2206",4783
"2207",4783
"2208",4783
"2209",4782
"2210",4780
"2211",4778
"2212",4778
"2213",4777
"2214",4776
"2215",4776
"2216",4776
"2217",4775
"2218",4775
"2219",4774
"2220",4773
"2221",4773
"2222",4772
"2223",4769
"2224",4769
"2225",4768
"2226",4767
"2227",4767
"2228",4766
"2229",4766
"2230",4765
"2231",4761
"2232",4759
"2233",4757
"2234",4757
"2235",4756
"2236",4755
"2237",4755
"2238",4754
"2239",4754
"2240",4753
"2241",4752
"2242",4752
"2243",4751
"2244",4751
"2245",4749
"2246",4749
"2247",4748
"2248",4747
"2249",4746
"2250",4746
"2251",4745
"2252",4745
"2253",4744
"2254",4744
"2255",4744
"2256",4743
"2257",4743
"2258",4742
"2259",4740
"2260",4740
"2261",4739
"2262",4738
"2263",4738
"2264",4738
"2265",4737
"2266",4737
"2267",4736
"2268",4734
"2269",4734
"2270",4734
"2271",4733
"2272",4730
"2273",4730
"2274",4728
"2275",4727
"2276",4726
"2277",4726
"2278",4726
"2279",4725
"2280",4724
"2281",4724
"2282",4723
"2283",4723
"2284",4723
"2285",4722
"2286",4720
"2287",4720
"2288",4719
"2289",4719
"2290",4718
"2291",4718
"2292",4717
"2293",4716
"2294",4716
"2295",4716
"2296",4715
"2297",4714
"2298",4713
"2299",4713
"2300",4713
"2301",4712
"2302",4712
"2303",4710
"2304",4710
"2305",4709
"2306",4708
"2307",4706
"2308",4706
"2309",4706
"2310",4705
"2311",4705
"2312",4705
"2313",4705
"2314",4705
"2315",4704
"2316",4704
"2317",4704
"2318",4703
"2319",4703
"2320",4703
"2321",4703
"2322",4703
"2323",4703
"2324",4703
"2325",4701
"2326",4700
"2327",4699
"2328",4696
"2329",4696
"2330",4693
"2331",4693
"2332",4692
"2333",4691
"2334",4689
"2335",4687
"2336",4687
"2337",4686
"2338",4686
"2339",4685
"2340",4684
"2341",4684
"2342",4684
"2343",4683
"2344",4683
"2345",4682
"2346",4682
"2347",4682
"2348",4681
"2349",4681
"2350",4681
"2351",4681
"2352",4680
"2353",4680
"2354",4680
"2355",4677
"2356",4677
"2357",4677
"2358",4676
"2359",4676
"2360",4676
"2361",4674
"2362",4672
"2363",4672
"2364",4672
"2365",4671
"2366",4670
"2367",4670
"2368",4670
"2369",4669
"2370",4668
"2371",4666
"2372",4665
"2373",4662
"2374",4662
"2375",4662
"2376",4661
"2377",4661
"2378",4660
"2379",4660
"2380",4659
"2381",4659
"2382",4658
"2383",4658
"2384",4657
"2385",4656
"2386",4656
"2387",4656
"2388",4655
"2389",4654
"2390",4654
"2391",4653
"2392",4653
"2393",4652
"2394",4650
"2395",4650
"2396",4650
"2397",4649
"2398",4649
"2399",4649
"2400",4646
"2401",4646
"2402",4646
"2403",4645
"2404",4645
"2405",4644
"2406",4643
"2407",4643
"2408",4642
"2409",4642
"2410",4640
"2411",4639
"2412",4639
"2413",4638
"2414",4637
"2415",4636
"2416",4635
"2417",4635
"2418",4635
"2419",4634
"2420",4634
"2421",4633
"2422",4633
"2423",4631
"2424",4631
"2425",4631
"2426",4631
"2427",4630
"2428",4630
"2429",4630
"2430",4630
"2431",4629
"2432",4628
"2433",4628
"2434",4628
"2435",4628
"2436",4627
"2437",4627
"2438",4627
"2439",4624
"2440",4623
"2441",4623
"2442",4622
"2443",4622
"2444",4621
"2445",4621
"2446",4620
"2447",4619
"2448",4618
"2449",4616
"2450",4614
"2451",4614
"2452",4612
"2453",4612
"2454",4612
"2455",4611
"2456",4611
"2457",4611
"2458",4611
"2459",4611
"2460",4609
"2461",4609
"2462",4608
"2463",4607
"2464",4607
"2465",4605
"2466",4605
"2467",4605
"2468",4602
"2469",4602
"2470",4602
"2471",4601
"2472",4600
"2473",4599
"2474",4599
"2475",4599
"2476",4598
"2477",4598
"2478",4597
"2479",4597
"2480",4596
"2481",4596
"2482",4594
"2483",4594
"2484",4594
"2485",4593
"2486",4590
"2487",4589
"2488",4588
"2489",4588
"2490",4585
"2491",4585
"2492",4584
"2493",4582
"2494",4582
"2495",4582
"2496",4581
"2497",4580
"2498",4580
"2499",4579
"2500",4579
"2501",4578
"2502",4578
"2503",4578
"2504",4577
"2505",4576
"2506",4576
"2507",4576
"2508",4575
"2509",4575
"2510",4575
"2511",4574
"2512",4574
"2513",4572
"2514",4571
"2515",4570
"2516",4570
"2517",4570
"2518",4570
"2519",4570
"2520",4569
"2521",4569
"2522",4569
"2523",4567
"2524",4567
"2525",4567
"2526",4566
"2527",4565
"2528",4565
"2529",4565
"2530",4565
"2531",4563
"2532",4563
"2533",4563
"2534",4562
"2535",4561
"2536",4561
"2537",4561
"2538",4560
"2539",4560
"2540",4560
"2541",4559
"2542",4559
"2543",4557
"2544",4557
"2545",4557
"2546",4557
"2547",4556
"2548",4556
"2549",4556
"2550",4556
"2551",4555
"2552",4555
"2553",4554
"2554",4552
"2555",4551
"2556",4551
"2557",4551
"2558",4551
"2559",4551
"2560",4551
"2561",4549
"2562",4549
"2563",4549
"2564",4549
"2565",4548
"2566",4548
"2567",4548
"2568",4548
"2569",4545
"2570",4545
"2571",4545
"2572",4545
"2573",4544
"2574",4544
"2575",4543
"2576",4542
"2577",4542
"2578",4542
"2579",4541
"2580",4540
"2581",4540
"2582",4539
"2583",4538
"2584",4538
"2585",4538
"2586",4538
"2587",4537
"2588",4536
"2589",4535
"2590",4531
"2591",4531
"2592",4530
"2593",4530
"2594",4529
"2595",4528
"2596",4528
"2597",4528
"2598",4528
"2599",4525
"2600",4525
"2601",4525
"2602",4524
"2603",4524
"2604",4522
"2605",4521
"2606",4521
"2607",4521
"2608",4521
"2609",4520
"2610",4519
"2611",4519
"2612",4519
"2613",4518
"2614",4517
"2615",4516
"2616",4516
"2617",4516
"2618",4516
"2619",4515
"2620",4515
"2621",4515
"2622",4514
"2623",4514
"2624",4513
"2625",4513
"2626",4512
"2627",4511
"2628",4510
"2629",4510
"2630",4508
"2631",4508
"2632",4508
"2633",4507
"2634",4507
"2635",4506
"2636",4505
"2637",4504
"2638",4504
"2639",4503
"2640",4501
"2641",4501
"2642",4500
"2643",4500
"2644",4499
"2645",4499
"2646",4495
"2647",4495
"2648",4494
"2649",4494
"2650",4494
"2651",4494
"2652",4494
"2653",4493
"2654",4493
"2655",4493
"2656",4492
"2657",4491
"2658",4491
"2659",4490
"2660",4488
"2661",4488
"2662",4488
"2663",4487
"2664",4487
"2665",4486
"2666",4486
"2667",4485
"2668",4485
"2669",4484
"2670",4481
"2671",4480
"2672",4480
"2673",4479
"2674",4477
"2675",4475
"2676",4475
"2677",4475
"2678",4475
"2679",4474
"2680",4474
"2681",4473
"2682",4473
"2683",4472
"2684",4471
"2685",4470
"2686",4470
"2687",4469
"2688",4469
"2689",4469
"2690",4468
"2691",4468
"2692",4467
"2693",4466
"2694",4466
"2695",4466
"2696",4465
"2697",4465
"2698",4465
"2699",4465
"2700",4463
"2701",4462
"2702",4462
"2703",4462
"2704",4461
"2705",4461
"2706",4461
"2707",4459
"2708",4459
"2709",4458
"2710",4457
"2711",4457
"2712",4456
"2713",4455
"2714",4455
"2715",4454
"2716",4453
"2717",4453
"2718",4453
"2719",4453
"2720",4453
"2721",4453
"2722",4452
"2723",4451
"2724",4451
"2725",4450
"2726",4449
"2727",4449
"2728",4447
"2729",4446
"2730",4446
"2731",4446
"2732",4445
"2733",4445
"2734",4444
"2735",4444
"2736",4444
"2737",4443
"2738",4443
"2739",4442
"2740",4442
"2741",4441
"2742",4441
"2743",4440
"2744",4440
"2745",4440
"2746",4437
"2747",4437
"2748",4436
"2749",4435
"2750",4435
"2751",4435
"2752",4435
"2753",4434
"2754",4434
"2755",4433
"2756",4432
"2757",4432
"2758",4431
"2759",4430
"2760",4428
"2761",4428
"2762",4428
"2763",4427
"2764",4426
"2765",4426
"2766",4425
"2767",4425
"2768",4425
"2769",4425
"2770",4424
"2771",4423
"2772",4423
"2773",4422
"2774",4422
"2775",4422
"2776",4418
"2777",4417
"2778",4416
"2779",4416
"2780",4415
"2781",4414
"2782",4414
"2783",4414
"2784",4413
"2785",4413
"2786",4413
"2787",4412
"2788",4412
"2789",4412
"2790",4412
"2791",4411
"2792",4411
"2793",4410
"2794",4410
"2795",4409
"2796",4409
"2797",4409
"2798",4408
"2799",4408
"2800",4407
"2801",4407
"2802",4406
"2803",4406
"2804",4406
"2805",4405
"2806",4404
"2807",4403
"2808",4403
"2809",4403
"2810",4402
"2811",4402
"2812",4402
"2813",4401
"2814",4401
"2815",4401
"2816",4400
"2817",4399
"2818",4397
"2819",4396
"2820",4395
"2821",4395
"2822",4395
"2823",4394
"2824",4394
"2825",4393
"2826",4393
"2827",4389
"2828",4388
"2829",4388
"2830",4386
"2831",4385
"2832",4385
"2833",4384
"2834",4383
"2835",4383
"2836",4382
"2837",4382
"2838",4381
"2839",4380
"2840",4380
"2841",4380
"2842",4380
"2843",4379
"2844",4379
"2845",4379
"2846",4378
"2847",4377
"2848",4376
"2849",4376
"2850",4376
"2851",4375
"2852",4373
"2853",4372
"2854",4372
"2855",4371
"2856",4371
"2857",4371
"2858",4371
"2859",4370
"2860",4370
"2861",4369
"2862",4368
"2863",4368
"2864",4367
"2865",4367
"2866",4366
"2867",4365
"2868",4363
"2869",4362
"2870",4362
"2871",4362
"2872",4362
"2873",4361
"2874",4360
"2875",4360
"2876",4360
"2877",4359
"2878",4359
"2879",4359
"2880",4358
"2881",4357
"2882",4357
"2883",4357
"2884",4356
"2885",4355
"2886",4355
"2887",4354
"2888",4354
"2889",4353
"2890",4353
"2891",4352
"2892",4351
"2893",4351
"2894",4350
"2895",4350
"2896",4350
"2897",4350
"2898",4349
"2899",4348
"2900",4348
"2901",4347
"2902",4346
"2903",4346
"2904",4346
"2905",4346
"2906",4345
"2907",4345
"2908",4344
"2909",4344
"2910",4344
"2911",4344
"2912",4344
"2913",4344
"2914",4343
"2915",4343
"2916",4342
"2917",4342
"2918",4341
"2919",4341
"2920",4340
"2921",4339
"2922",4339
"2923",4339
"2924",4339
"2925",4339
"2926",4339
"2927",4336
"2928",4335
"2929",4335
"2930",4335
"2931",4335
"2932",4334
"2933",4334
"2934",4333
"2935",4333
"2936",4332
"2937",4332
"2938",4331
"2939",4330
"2940",4330
"2941",4330
"2942",4329
"2943",4328
"2944",4328
"2945",4327
"2946",4326
"2947",4326
"2948",4326
"2949",4326
"2950",4326
"2951",4325
"2952",4325
"2953",4325
"2954",4325
"2955",4323
"2956",4323
"2957",4323
"2958",4323
"2959",4323
"2960",4322
"2961",4322
"2962",4321
"2963",4321
"2964",4317
"2965",4317
"2966",4317
"2967",4317
"2968",4316
"2969",4316
"2970",4316
"2971",4315
"2972",4315
"2973",4315
"2974",4314
"2975",4314
"2976",4313
"2977",4312
"2978",4311
"2979",4310
"2980",4309
"2981",4308
"2982",4308
"2983",4308
"2984",4307
"2985",4306
"2986",4305
"2987",4305
"2988",4305
"2989",4304
"2990",4303
"2991",4301
"2992",4299
"2993",4299
"2994",4299
"2995",4298
"2996",4297
"2997",4295
"2998",4295
"2999",4294
"3000",4294
"3001",4293
"3002",4293
"3003",4293
"3004",4292
"3005",4292
"3006",4292
"3007",4291
"3008",4291
"3009",4290
"3010",4290
"3011",4290
"3012",4290
"3013",4289
"3014",4289
"3015",4289
"3016",4288
"3017",4288
"3018",4288
"3019",4285
"3020",4284
"3021",4284
"3022",4284
"3023",4283
"3024",4282
"3025",4282
"3026",4282
"3027",4282
"3028",4282
"3029",4281
"3030",4280
"3031",4280
"3032",4280
"3033",4279
"3034",4278
"3035",4278
"3036",4278
"3037",4278
"3038",4278
"3039",4277
"3040",4275
"3041",4274
"3042",4274
"3043",4273
"3044",4273
"3045",4273
"3046",4272
"3047",4270
"3048",4270
"3049",4270
"3050",4269
"3051",4268
"3052",4268
"3053",4268
"3054",4268
"3055",4267
"3056",4266
"3057",4266
"3058",4266
"3059",4265
"3060",4265
"3061",4265
"3062",4265
"3063",4264
"3064",4263
"3065",4263
"3066",4263
"3067",4263
"3068",4262
"3069",4262
"3070",4262
"3071",4262
"3072",4260
"3073",4260
"3074",4259
"3075",4258
"3076",4258
"3077",4258
"3078",4258
"3079",4257
"3080",4257
"3081",4257
"3082",4257
"3083",4256
"3084",4256
"3085",4256
"3086",4254
"3087",4251
"3088",4250
"3089",4249
"3090",4249
"3091",4248
"3092",4248
"3093",4248
"3094",4246
"3095",4246
"3096",4245
"3097",4244
"3098",4244
"3099",4244
"3100",4244
"3101",4244
"3102",4243
"3103",4242
"3104",4242
"3105",4241
"3106",4241
"3107",4241
"3108",4241
"3109",4240
"3110",4240
"3111",4240
"3112",4240
"3113",4240
"3114",4239
"3115",4238
"3116",4238
"3117",4238
"3118",4237
"3119",4236
"3120",4236
"3121",4236
"3122",4236
"3123",4236
"3124",4236
"3125",4235
"3126",4235
"3127",4235
"3128",4235
"3129",4235
"3130",4235
"3131",4234
"3132",4234
"3133",4234
"3134",4234
"3135",4234
"3136",4234
"3137",4232
"3138",4232
"3139",4232
"3140",4232
"3141",4232
"3142",4232
"3143",4232
"3144",4232
"3145",4231
"3146",4230
"3147",4229
"3148",4229
"3149",4228
"3150",4228
"3151",4226
"3152",4226
"3153",4226
"3154",4226
"3155",4225
"3156",4224
"3157",4223
"3158",4222
"3159",4222
"3160",4222
"3161",4222
"3162",4222
"3163",4220
"3164",4220
"3165",4220
"3166",4219
"3167",4219
"3168",4219
"3169",4219
"3170",4217
"3171",4216
"3172",4216
"3173",4215
"3174",4214
"3175",4214
"3176",4214
"3177",4214
"3178",4214
"3179",4213
"3180",4211
"3181",4210
"3182",4210
"3183",4208
"3184",4208
"3185",4208
"3186",4207
"3187",4207
"3188",4206
"3189",4206
"3190",4206
"3191",4206
"3192",4205
"3193",4205
"3194",4204
"3195",4203
"3196",4203
"3197",4202
"3198",4202
"3199",4202
"3200",4201
"3201",4200
"3202",4200
"3203",4200
"3204",4200
"3205",4200
"3206",4200
"3207",4200
"3208",4199
"3209",4198
"3210",4197
"3211",4197
"3212",4197
"3213",4197
"3214",4196
"3215",4195
"3216",4195
"3217",4195
"3218",4194
"3219",4193
"3220",4193
"3221",4193
"3222",4193
"3223",4193
"3224",4191
"3225",4190
"3226",4190
"3227",4190
"3228",4189
"3229",4189
"3230",4189
"3231",4189
"3232",4189
"3233",4188
"3234",4188
"3235",4187
"3236",4186
"3237",4186
"3238",4185
"3239",4185
"3240",4185
"3241",4184
"3242",4184
"3243",4183
"3244",4183
"3245",4183
"3246",4183
"3247",4183
"3248",4182
"3249",4181
"3250",4181
"3251",4181
"3252",4181
"3253",4181
"3254",4180
"3255",4180
"3256",4179
"3257",4179
"3258",4178
"3259",4178
"3260",4178
"3261",4176
"3262",4176
"3263",4176
"3264",4175
"3265",4175
"3266",4174
"3267",4173
"3268",4173
"3269",4172
"3270",4172
"3271",4172
"3272",4172
"3273",4171
"3274",4171
"3275",4171
"3276",4171
"3277",4170
"3278",4170
"3279",4170
"3280",4169
"3281",4169
"3282",4168
"3283",4167
"3284",4167
"3285",4166
"3286",4165
"3287",4165
"3288",4165
"3289",4164
"3290",4164
"3291",4163
"3292",4163
"3293",4163
"3294",4163
"3295",4163
"3296",4161
"3297",4161
"3298",4160
"3299",4158
"3300",4158
"3301",4157
"3302",4157
"3303",4156
"3304",4156
"3305",4156
"3306",4155
"3307",4154
"3308",4154
"3309",4154
"3310",4153
"3311",4153
"3312",4153
"3313",4153
"3314",4151
"3315",4151
"3316",4150
"3317",4150
"3318",4150
"3319",4149
"3320",4149
"3321",4149
"3322",4148
"3323",4148
"3324",4147
"3325",4146
"3326",4145
"3327",4145
"3328",4145
"3329",4145
"3330",4144
"3331",4144
"3332",4143
"3333",4142
"3334",4141
"3335",4140
"3336",4139
"3337",4139
"3338",4138
"3339",4138
"3340",4137
"3341",4136
"3342",4136
"3343",4135
"3344",4134
"3345",4132
"3346",4131
"3347",4131
"3348",4131
"3349",4131
"3350",4131
"3351",4130
"3352",4130
"3353",4129
"3354",4129
"3355",4128
"3356",4128
"3357",4126
"3358",4126
"3359",4126
"3360",4125
"3361",4124
"3362",4124
"3363",4124
"3364",4123
"3365",4123
"3366",4121
"3367",4121
"3368",4121
"3369",4121
"3370",4120
"3371",4120
"3372",4120
"3373",4119
"3374",4119
"3375",4118
"3376",4117
"3377",4115
"3378",4114
"3379",4113
"3380",4113
"3381",4112
"3382",4111
"3383",4110
"3384",4110
"3385",4110
"3386",4109
"3387",4109
"3388",4109
"3389",4109
"3390",4108
"3391",4108
"3392",4107
"3393",4107
"3394",4107
"3395",4107
"3396",4106
"3397",4106
"3398",4105
"3399",4105
"3400",4105
"3401",4104
"3402",4104
"3403",4103
"3404",4103
"3405",4103
"3406",4103
"3407",4101
"3408",4100
"3409",4099
"3410",4098
"3411",4098
"3412",4098
"3413",4098
"3414",4097
"3415",4097
"3416",4096
"3417",4096
"3418",4096
"3419",4095
"3420",4095
"3421",4094
"3422",4093
"3423",4093
"3424",4093
"3425",4092
"3426",4091
"3427",4091
"3428",4091
"3429",4090
"3430",4089
"3431",4089
"3432",4089
"3433",4089
"3434",4088
"3435",4088
"3436",4088
"3437",4087
"3438",4087
"3439",4087
"3440",4086
"3441",4086
"3442",4086
"3443",4086
"3444",4086
"3445",4086
"3446",4086
"3447",4085
"3448",4084
"3449",4083
"3450",4082
"3451",4081
"3452",4081
"3453",4080
"3454",4080
"3455",4080
"3456",4080
"3457",4079
"3458",4079
"3459",4079
"3460",4079
"3461",4078
"3462",4078
"3463",4078
"3464",4077
"3465",4076
"3466",4076
"3467",4076
"3468",4075
"3469",4075
"3470",4075
"3471",4074
"3472",4074
"3473",4074
"3474",4074
"3475",4073
"3476",4072
"3477",4071
"3478",4071
"3479",4071
"3480",4070
"3481",4070
"3482",4070
"3483",4070
"3484",4070
"3485",4070
"3486",4070
"3487",4070
"3488",4070
"3489",4069
"3490",4068
"3491",4067
"3492",4067
"3493",4067
"3494",4067
"3495",4067
"3496",4066
"3497",4066
"3498",4066
"3499",4066
"3500",4065
"3501",4065
"3502",4065
"3503",4064
"3504",4064
"3505",4064
"3506",4064
"3507",4062
"3508",4060
"3509",4060
"3510",4059
"3511",4059
"3512",4059
"3513",4059
"3514",4059
"3515",4057
"3516",4056
"3517",4056
"3518",4056
"3519",4056
"3520",4056
"3521",4056
"3522",4055
"3523",4055
"3524",4055
"3525",4054
"3526",4054
"3527",4054
"3528",4053
"3529",4052
"3530",4052
"3531",4052
"3532",4052
"3533",4051
"3534",4050
"3535",4048
"3536",4048
"3537",4048
