Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Transcript length (including UTRs and CDS),Gene % GC content,Gene type
ENSMUSG00000035148,12,52069786,52074846,-1,1388,41.89,protein_coding
ENSMUSG00000071235,12,84687793,84698229,1,516,49.98,protein_coding
ENSMUSG00000071235,12,84687793,84698229,1,621,49.98,protein_coding
ENSMUSG00000071235,12,84687793,84698229,1,3028,49.98,protein_coding
ENSMUSG00000071235,12,84687793,84698229,1,3098,49.98,protein_coding
ENSMUSG00000071235,12,84687793,84698229,1,3440,49.98,protein_coding
ENSMUSG00000071234,12,84724051,84745605,-1,2524,49.97,protein_coding
ENSMUSG00000071234,12,84724051,84745605,-1,1758,49.97,protein_coding
ENSMUSG00000071234,12,84724051,84745605,-1,379,49.97,protein_coding
ENSMUSG00000044322,18,20217241,20247928,-1,4085,37.44,protein_coding
ENSMUSG00000044322,18,20217241,20247928,-1,3775,37.44,protein_coding
ENSMUSG00000044322,18,20217241,20247928,-1,663,37.44,protein_coding
ENSMUSG00000035142,12,52144520,52359527,1,2987,40.56,protein_coding
ENSMUSG00000021242,12,84801336,84819926,-1,3299,47.51,protein_coding
ENSMUSG00000034774,18,20380397,20418088,1,4088,38.10,protein_coding
ENSMUSG00000021241,12,84820025,84821862,1,883,48.31,protein_coding
ENSMUSG00000021241,12,84820025,84821862,1,374,48.31,protein_coding
ENSMUSG00000021241,12,84820025,84821862,1,727,48.31,protein_coding
ENSMUSG00000021241,12,84820025,84821862,1,485,48.31,protein_coding
ENSMUSG00000052075,13,97158372,97170870,-1,1128,44.58,protein_coding
ENSMUSG00000091039,16,89002749,89003282,1,534,40.45,protein_coding
ENSMUSG00000058368,16,89200106,89200756,-1,651,50.08,protein_coding
ENSMUSG00000062433,16,89216214,89216999,-1,786,49.49,protein_coding
ENSMUSG00000069441,18,20443868,20476407,1,5686,37.63,protein_coding
ENSMUSG00000035133,12,52550755,52618758,1,9323,35.34,protein_coding
ENSMUSG00000035133,12,52550755,52618758,1,2332,35.34,protein_coding
ENSMUSG00000035133,12,52550755,52618758,1,5197,35.34,protein_coding
ENSMUSG00000065968,16,13799563,13804752,-1,853,43.49,protein_coding
ENSMUSG00000065968,16,13799563,13804752,-1,1823,43.49,protein_coding
ENSMUSG00000059632,16,89284267,89284840,-1,574,47.74,protein_coding
ENSMUSG00000056706,16,89304591,89305211,-1,621,50.72,protein_coding
ENSMUSG00000091682,13,19445054,19447698,1,519,37.35,TR_C_gene
ENSMUSG00000091212,16,89367064,89368071,-1,1008,53.27,protein_coding
ENSMUSG00000044117,16,13804468,13919364,1,2394,43.75,protein_coding
ENSMUSG00000044117,16,13804468,13919364,1,954,43.75,protein_coding
ENSMUSG00000044117,16,13804468,13919364,1,493,43.75,protein_coding
ENSMUSG00000033063,13,64883996,65051769,-1,6344,38.51,protein_coding
ENSMUSG00000061928,18,20509786,20543253,1,3965,38.37,protein_coding
ENSMUSG00000075707,12,110245502,110247531,1,2030,57.83,protein_coding
ENSMUSG00000075707,12,110245502,110247531,1,1449,57.83,protein_coding
ENSMUSG00000022827,16,37360247,37392747,1,2031,40.91,protein_coding
ENSMUSG00000061603,12,52746166,53202382,1,14847,41.12,protein_coding
ENSMUSG00000061603,12,52746166,53202382,1,4564,41.12,protein_coding
ENSMUSG00000053644,18,56642759,56706023,-1,4131,45.23,protein_coding
ENSMUSG00000053644,18,56642759,56706023,-1,1880,45.23,protein_coding
ENSMUSG00000053644,18,56642759,56706023,-1,1914,45.23,protein_coding
ENSMUSG00000053644,18,56642759,56706023,-1,483,45.23,protein_coding
ENSMUSG00000053644,18,56642759,56706023,-1,365,45.23,protein_coding
ENSMUSG00000047094,13,40155358,40514926,-1,2816,39.86,protein_coding
ENSMUSG00000047094,13,40155358,40514926,-1,1043,39.86,protein_coding
ENSMUSG00000022821,16,37400515,37452382,1,1702,44.05,protein_coding
ENSMUSG00000022821,16,37400515,37452382,1,1516,44.05,protein_coding
ENSMUSG00000021010,12,53294940,54118958,1,3663,41.23,protein_coding
ENSMUSG00000021010,12,53294940,54118958,1,5879,41.23,protein_coding
ENSMUSG00000021010,12,53294940,54118958,1,214,41.23,protein_coding
ENSMUSG00000021010,12,53294940,54118958,1,2724,41.23,protein_coding
ENSMUSG00000041817,13,97203794,97267521,1,6013,41.96,protein_coding
ENSMUSG00000041817,13,97203794,97267521,1,4547,41.96,protein_coding
ENSMUSG00000022820,16,37467532,37474815,-1,971,44.33,protein_coding
ENSMUSG00000060657,16,13927037,13981215,-1,7751,43.38,protein_coding
ENSMUSG00000060657,16,13927037,13981215,-1,2782,43.38,protein_coding
ENSMUSG00000035105,12,54225767,54250646,-1,2662,45.88,protein_coding
ENSMUSG00000056223,13,65065220,65071008,1,3232,43.10,protein_coding
ENSMUSG00000056223,13,65065220,65071008,1,814,43.10,protein_coding
ENSMUSG00000057762,13,97234716,97235745,-1,1030,47.86,protein_coding
ENSMUSG00000074849,13,65180872,65185818,1,3390,43.74,protein_coding
ENSMUSG00000044408,12,54692177,54703358,-1,1346,43.32,protein_coding
ENSMUSG00000060739,13,97265932,97274445,-1,2700,38.44,protein_coding
ENSMUSG00000060739,13,97265932,97274445,-1,974,38.44,protein_coding
ENSMUSG00000022816,16,37597235,37656876,1,3789,45.48,protein_coding
ENSMUSG00000002020,12,84829986,84923306,-1,6769,49.92,protein_coding
ENSMUSG00000002020,12,84829986,84923306,-1,6470,49.92,protein_coding
ENSMUSG00000002020,12,84829986,84923306,-1,614,49.92,protein_coding
ENSMUSG00000002020,12,84829986,84923306,-1,922,49.92,protein_coding
ENSMUSG00000002020,12,84829986,84923306,-1,547,49.92,protein_coding
ENSMUSG00000002020,12,84829986,84923306,-1,6602,49.92,protein_coding
ENSMUSG00000090658,13,65192420,65200574,-1,1406,42.62,protein_coding
ENSMUSG00000090658,13,65192420,65200574,-1,1353,42.62,protein_coding
ENSMUSG00000090658,13,65192420,65200574,-1,828,42.62,protein_coding
ENSMUSG00000003062,13,19541846,19579965,-1,1391,42.85,protein_coding
ENSMUSG00000003062,13,19541846,19579965,-1,1268,42.85,protein_coding
ENSMUSG00000003062,13,19541846,19579965,-1,1327,42.85,protein_coding
ENSMUSG00000003062,13,19541846,19579965,-1,1030,42.85,protein_coding
ENSMUSG00000003062,13,19541846,19579965,-1,1128,42.85,protein_coding
ENSMUSG00000003062,13,19541846,19579965,-1,374,42.85,protein_coding
ENSMUSG00000001804,18,20569232,20604878,1,3478,40.54,protein_coding
ENSMUSG00000108763,16,37671275,37681508,-1,1161,43.84,protein_coding
ENSMUSG00000034158,16,37688751,37709220,1,8604,41.95,protein_coding
ENSMUSG00000046961,16,37736858,37827892,1,4584,44.87,protein_coding
ENSMUSG00000008301,18,56695515,56720784,1,1386,44.01,protein_coding
ENSMUSG00000008301,18,56695515,56720784,1,751,44.01,protein_coding
ENSMUSG00000008301,18,56695515,56720784,1,1942,44.01,protein_coding
ENSMUSG00000022812,16,37909363,38066446,1,8303,40.66,protein_coding
ENSMUSG00000022812,16,37909363,38066446,1,1750,40.66,protein_coding
ENSMUSG00000022812,16,37909363,38066446,1,656,40.66,protein_coding
ENSMUSG00000032900,18,56721422,56727854,1,565,43.54,protein_coding
ENSMUSG00000032900,18,56721422,56727854,1,430,43.54,protein_coding
ENSMUSG00000032900,18,56721422,56727854,1,328,43.54,protein_coding
ENSMUSG00000038212,13,65212477,65260789,-1,3832,38.01,protein_coding
ENSMUSG00000038212,13,65212477,65260789,-1,3251,38.01,protein_coding
ENSMUSG00000024590,18,56840885,56886496,1,2843,45.15,protein_coding
ENSMUSG00000022809,16,38068685,38115186,-1,2553,46.02,protein_coding
ENSMUSG00000032656,18,56894788,57058620,-1,1754,43.18,protein_coding
ENSMUSG00000032656,18,56894788,57058620,-1,860,43.18,protein_coding
ENSMUSG00000108426,13,65285903,65293861,1,2234,31.36,protein_coding
ENSMUSG00000049806,13,65298054,65303966,1,4192,36.14,protein_coding
ENSMUSG00000049806,13,65298054,65303966,1,927,36.14,protein_coding
ENSMUSG00000002808,13,19775876,19804097,-1,2363,40.58,protein_coding
ENSMUSG00000002808,13,19775876,19804097,-1,563,40.58,protein_coding
ENSMUSG00000002808,13,19775876,19804097,-1,692,40.58,protein_coding
ENSMUSG00000056632,18,20643331,20680516,1,6212,40.87,protein_coding
ENSMUSG00000056632,18,20643331,20680516,1,3482,40.87,protein_coding
ENSMUSG00000022678,16,13981139,14010792,1,2287,45.80,protein_coding
ENSMUSG00000022678,16,13981139,14010792,1,1551,45.80,protein_coding
ENSMUSG00000022678,16,13981139,14010792,1,2335,45.80,protein_coding
ENSMUSG00000022678,16,13981139,14010792,1,746,45.80,protein_coding
ENSMUSG00000021359,13,40868778,40891852,-1,3487,48.39,protein_coding
ENSMUSG00000021359,13,40868778,40891852,-1,2037,48.39,protein_coding
ENSMUSG00000021359,13,40868778,40891852,-1,1828,48.39,protein_coding
ENSMUSG00000021359,13,40868778,40891852,-1,2058,48.39,protein_coding
ENSMUSG00000021359,13,40868778,40891852,-1,1958,48.39,protein_coding
ENSMUSG00000021359,13,40868778,40891852,-1,2863,48.39,protein_coding
ENSMUSG00000054302,12,54717125,54742682,-1,4186,42.48,protein_coding
ENSMUSG00000054302,12,54717125,54742682,-1,886,42.48,protein_coding
ENSMUSG00000054302,12,54717125,54742682,-1,590,42.48,protein_coding
ENSMUSG00000054302,12,54717125,54742682,-1,676,42.48,protein_coding
ENSMUSG00000054302,12,54717125,54742682,-1,444,42.48,protein_coding
ENSMUSG00000054302,12,54717125,54742682,-1,2658,42.48,protein_coding
ENSMUSG00000033863,19,23118590,23145498,1,4486,46.95,protein_coding
ENSMUSG00000006456,19,4850597,4861662,-1,3165,47.28,protein_coding
ENSMUSG00000006456,19,4850597,4861662,-1,3508,47.28,protein_coding
ENSMUSG00000006456,19,4850597,4861662,-1,370,47.28,protein_coding
ENSMUSG00000025075,19,56275569,56309254,1,2314,48.11,protein_coding
ENSMUSG00000025075,19,56275569,56309254,1,2815,48.11,protein_coding
ENSMUSG00000025075,19,56275569,56309254,1,1650,48.11,protein_coding
ENSMUSG00000025075,19,56275569,56309254,1,661,48.11,protein_coding
ENSMUSG00000024592,18,57088905,57108440,-1,2400,40.20,protein_coding
ENSMUSG00000024592,18,57088905,57108440,-1,726,40.20,protein_coding
ENSMUSG00000017843,12,110413554,110549496,1,1802,48.10,protein_coding
ENSMUSG00000017843,12,110413554,110549496,1,956,48.10,protein_coding
ENSMUSG00000017843,12,110413554,110549496,1,2367,48.10,protein_coding
ENSMUSG00000017843,12,110413554,110549496,1,4108,48.10,protein_coding
ENSMUSG00000017843,12,110413554,110549496,1,1847,48.10,protein_coding
ENSMUSG00000017843,12,110413554,110549496,1,1971,48.10,protein_coding
ENSMUSG00000044393,18,20691131,20737578,1,5766,42.44,protein_coding
ENSMUSG00000044393,18,20691131,20737578,1,3590,42.44,protein_coding
ENSMUSG00000044393,18,20691131,20737578,1,953,42.44,protein_coding
ENSMUSG00000021319,13,19807274,19817164,1,4049,41.05,protein_coding
ENSMUSG00000021319,13,19807274,19817164,1,1764,41.05,protein_coding
ENSMUSG00000021319,13,19807274,19817164,1,1165,41.05,protein_coding
ENSMUSG00000021319,13,19807274,19817164,1,1062,41.05,protein_coding
ENSMUSG00000002489,16,89583999,89940657,-1,7255,47.65,protein_coding
ENSMUSG00000002489,16,89583999,89940657,-1,5203,47.65,protein_coding
ENSMUSG00000002489,16,89583999,89940657,-1,7289,47.65,protein_coding
ENSMUSG00000002489,16,89583999,89940657,-1,321,47.65,protein_coding
ENSMUSG00000002489,16,89583999,89940657,-1,3569,47.65,protein_coding
ENSMUSG00000002489,16,89583999,89940657,-1,1770,47.65,protein_coding
ENSMUSG00000032999,13,65324925,65353791,-1,3551,39.75,protein_coding
ENSMUSG00000032999,13,65324925,65353791,-1,579,39.75,protein_coding
ENSMUSG00000032999,13,65324925,65353791,-1,675,39.75,protein_coding
ENSMUSG00000032999,13,65324925,65353791,-1,839,39.75,protein_coding
ENSMUSG00000032999,13,65324925,65353791,-1,689,39.75,protein_coding
ENSMUSG00000032999,13,65324925,65353791,-1,458,39.75,protein_coding
ENSMUSG00000032999,13,65324925,65353791,-1,3527,39.75,protein_coding
ENSMUSG00000061808,18,20798337,20807378,1,1186,43.46,protein_coding
ENSMUSG00000056124,18,20817656,20879461,-1,5808,43.90,protein_coding
ENSMUSG00000034108,19,4875394,4889360,-1,984,47.17,protein_coding
ENSMUSG00000034108,19,4875394,4889360,-1,870,47.17,protein_coding
ENSMUSG00000034108,19,4875394,4889360,-1,1067,47.17,protein_coding
ENSMUSG00000034108,19,4875394,4889360,-1,840,47.17,protein_coding
ENSMUSG00000024593,18,57266162,57430539,1,7514,42.50,protein_coding
ENSMUSG00000024593,18,57266162,57430539,1,3406,42.50,protein_coding
ENSMUSG00000074847,13,65407353,65408640,1,1203,56.06,protein_coding
ENSMUSG00000021360,13,41013230,41114368,1,4352,45.16,protein_coding
ENSMUSG00000021360,13,41013230,41114368,1,3929,45.16,protein_coding
ENSMUSG00000021360,13,41013230,41114368,1,4038,45.16,protein_coding
ENSMUSG00000021360,13,41013230,41114368,1,1366,45.16,protein_coding
ENSMUSG00000021360,13,41013230,41114368,1,335,45.16,protein_coding
ENSMUSG00000067872,19,4889394,4892556,1,3163,50.93,protein_coding
ENSMUSG00000083282,19,4905158,4910946,1,1980,53.55,protein_coding
ENSMUSG00000083282,19,4905158,4910946,1,460,53.55,protein_coding
ENSMUSG00000083282,19,4905158,4910946,1,401,53.55,protein_coding
ENSMUSG00000021514,13,65426628,65452035,1,2909,41.28,protein_coding
ENSMUSG00000021514,13,65426628,65452035,1,1580,41.28,protein_coding
ENSMUSG00000021514,13,65426628,65452035,1,453,41.28,protein_coding
ENSMUSG00000024594,18,57487813,57526028,1,5030,44.50,protein_coding
ENSMUSG00000024594,18,57487813,57526028,1,741,44.50,protein_coding
ENSMUSG00000022805,16,38118116,38162505,-1,3048,44.46,protein_coding
ENSMUSG00000022805,16,38118116,38162505,-1,2529,44.46,protein_coding
ENSMUSG00000005656,12,54793134,54842488,-1,1928,44.51,protein_coding
ENSMUSG00000005656,12,54793134,54842488,-1,1441,44.51,protein_coding
ENSMUSG00000006457,19,4911244,4927937,-1,2887,50.69,protein_coding
ENSMUSG00000069372,18,57601588,57611205,1,1441,42.97,protein_coding
ENSMUSG00000069372,18,57601588,57611205,1,595,42.97,protein_coding
ENSMUSG00000069372,18,57601588,57611205,1,1283,42.97,protein_coding
ENSMUSG00000041138,13,19829248,19881964,-1,1704,39.42,protein_coding
ENSMUSG00000041138,13,19829248,19881964,-1,2122,39.42,protein_coding
ENSMUSG00000033382,18,20950280,21029150,-1,5194,39.47,protein_coding
ENSMUSG00000033382,18,20950280,21029150,-1,2703,39.47,protein_coding
ENSMUSG00000033382,18,20950280,21029150,-1,336,39.47,protein_coding
ENSMUSG00000046516,16,38167353,38173125,1,444,44.64,protein_coding
ENSMUSG00000046516,16,38167353,38173125,1,3690,44.64,protein_coding
ENSMUSG00000095464,16,38167402,38182659,1,456,44.15,protein_coding
ENSMUSG00000024943,19,23183815,23251261,-1,5683,38.74,protein_coding
ENSMUSG00000024943,19,23183815,23251261,-1,3448,38.74,protein_coding
ENSMUSG00000024943,19,23183815,23251261,-1,3265,38.74,protein_coding
ENSMUSG00000022982,16,90017642,90023217,1,641,45.41,protein_coding
ENSMUSG00000022803,16,38182571,38198578,1,2169,49.54,protein_coding
ENSMUSG00000022803,16,38182571,38198578,1,1992,49.54,protein_coding
ENSMUSG00000042350,12,84964922,85017674,-1,5446,44.19,protein_coding
ENSMUSG00000042350,12,84964922,85017674,-1,644,44.19,protein_coding
ENSMUSG00000042350,12,84964922,85017674,-1,367,44.19,protein_coding
ENSMUSG00000042350,12,84964922,85017674,-1,725,44.19,protein_coding
ENSMUSG00000042350,12,84964922,85017674,-1,369,44.19,protein_coding
ENSMUSG00000002847,16,38216479,38253507,-1,1974,45.28,protein_coding
ENSMUSG00000038683,13,41154499,41166491,1,1722,44.78,protein_coding
ENSMUSG00000002844,16,38264392,38273065,-1,2966,48.95,protein_coding
ENSMUSG00000075122,16,38275923,38316697,1,3173,45.03,protein_coding
ENSMUSG00000075122,16,38275923,38316697,1,1701,45.03,protein_coding
ENSMUSG00000075122,16,38275923,38316697,1,748,45.03,protein_coding
ENSMUSG00000058925,18,57666852,57864137,1,1013,41.94,protein_coding
ENSMUSG00000058925,18,57666852,57864137,1,831,41.94,protein_coding
ENSMUSG00000058925,18,57666852,57864137,1,461,41.94,protein_coding
ENSMUSG00000058925,18,57666852,57864137,1,829,41.94,protein_coding
ENSMUSG00000033107,18,21077682,21116919,1,1348,43.95,protein_coding
ENSMUSG00000033107,18,21077682,21116919,1,1406,43.95,protein_coding
ENSMUSG00000002846,16,38318709,38343025,-1,1573,45.02,protein_coding
ENSMUSG00000047462,13,19911596,19917121,-1,2764,38.13,protein_coding
ENSMUSG00000063905,13,65660492,65660662,1,171,37.43,protein_coding
ENSMUSG00000021361,13,41169768,41176062,1,914,50.12,protein_coding
ENSMUSG00000034064,16,38345499,38370620,-1,2758,45.65,protein_coding
ENSMUSG00000053101,13,19933852,20008427,-1,3433,39.61,protein_coding
ENSMUSG00000053101,13,19933852,20008427,-1,646,39.61,protein_coding
ENSMUSG00000024597,18,58011750,58079893,1,6520,39.10,protein_coding
ENSMUSG00000018707,12,110567886,110633379,1,14342,49.33,protein_coding
ENSMUSG00000018707,12,110567886,110633379,1,756,49.33,protein_coding
ENSMUSG00000022983,16,90022568,90081391,-1,4175,42.46,protein_coding
ENSMUSG00000022983,16,90022568,90081391,-1,4367,42.46,protein_coding
ENSMUSG00000022983,16,90022568,90081391,-1,4266,42.46,protein_coding
ENSMUSG00000041112,13,20274766,20792523,1,5464,42.64,protein_coding
ENSMUSG00000041112,13,20274766,20792523,1,2020,42.64,protein_coding
ENSMUSG00000041112,13,20274766,20792523,1,552,42.64,protein_coding
ENSMUSG00000041112,13,20274766,20792523,1,580,42.64,protein_coding
ENSMUSG00000006463,19,4928696,4935425,1,2558,50.59,protein_coding
ENSMUSG00000024317,18,21134398,21161281,1,2422,38.78,protein_coding
ENSMUSG00000024317,18,21134398,21161281,1,2271,38.78,protein_coding
ENSMUSG00000024317,18,21134398,21161281,1,2769,38.78,protein_coding
ENSMUSG00000024317,18,21134398,21161281,1,1769,38.78,protein_coding
ENSMUSG00000024317,18,21134398,21161281,1,3002,38.78,protein_coding
ENSMUSG00000033207,19,23279973,23425806,-1,3414,42.33,protein_coding
ENSMUSG00000024313,18,21194980,21233256,1,617,42.24,protein_coding
ENSMUSG00000024313,18,21194980,21233256,1,2286,42.24,protein_coding
ENSMUSG00000033053,19,23536117,23630176,-1,875,41.69,protein_coding
ENSMUSG00000062929,12,54905594,54909662,-1,2940,40.13,protein_coding
ENSMUSG00000074925,19,23664793,23709032,1,12574,40.89,protein_coding
ENSMUSG00000074925,19,23664793,23709032,1,601,40.89,protein_coding
ENSMUSG00000074925,19,23664793,23709032,1,1722,40.89,protein_coding
ENSMUSG00000074925,19,23664793,23709032,1,1756,40.89,protein_coding
ENSMUSG00000056508,12,110634122,110649053,-1,955,49.12,protein_coding
ENSMUSG00000056508,12,110634122,110649053,-1,385,49.12,protein_coding
ENSMUSG00000042680,18,21260258,21433195,-1,4923,42.89,protein_coding
ENSMUSG00000042680,18,21260258,21433195,-1,4932,42.89,protein_coding
ENSMUSG00000021322,13,20978283,21220787,1,2921,40.94,protein_coding
ENSMUSG00000021322,13,20978283,21220787,1,919,40.94,protein_coding
ENSMUSG00000006464,19,4936906,4956656,-1,5602,49.04,protein_coding
ENSMUSG00000006464,19,4936906,4956656,-1,1841,49.04,protein_coding
ENSMUSG00000006464,19,4936906,4956656,-1,1549,49.04,protein_coding
ENSMUSG00000053414,16,90182901,90296441,1,5393,47.56,protein_coding
ENSMUSG00000053414,16,90182901,90296441,1,3068,47.56,protein_coding
ENSMUSG00000021243,12,85017671,85030077,1,749,42.11,protein_coding
ENSMUSG00000021243,12,85017671,85030077,1,731,42.11,protein_coding
ENSMUSG00000024598,18,58141695,58343559,-1,11041,42.21,protein_coding
ENSMUSG00000022978,16,90516200,90524292,-1,1333,46.74,protein_coding
ENSMUSG00000035021,12,54939774,55061133,-1,5788,42.12,protein_coding
ENSMUSG00000035021,12,54939774,55061133,-1,589,42.12,protein_coding
ENSMUSG00000035021,12,54939774,55061133,-1,418,42.12,protein_coding
ENSMUSG00000035021,12,54939774,55061133,-1,411,42.12,protein_coding
ENSMUSG00000035021,12,54939774,55061133,-1,6188,42.12,protein_coding
ENSMUSG00000039956,16,90535095,90546673,1,1001,49.32,protein_coding
ENSMUSG00000042869,13,21253504,21259117,-1,4285,34.40,protein_coding
ENSMUSG00000042869,13,21253504,21259117,-1,4322,34.40,protein_coding
ENSMUSG00000042869,13,21253504,21259117,-1,951,34.40,protein_coding
ENSMUSG00000021520,13,67048681,67053442,-1,535,40.15,protein_coding
ENSMUSG00000024897,19,23736251,23926960,1,6620,44.98,protein_coding
ENSMUSG00000024897,19,23736251,23926960,1,3174,44.98,protein_coding
ENSMUSG00000002845,16,38379060,38412524,1,1645,42.06,protein_coding
ENSMUSG00000002845,16,38379060,38412524,1,2667,42.06,protein_coding
ENSMUSG00000002845,16,38379060,38412524,1,2871,42.06,protein_coding
ENSMUSG00000002845,16,38379060,38412524,1,837,42.06,protein_coding
ENSMUSG00000002845,16,38379060,38412524,1,482,42.06,protein_coding
ENSMUSG00000002845,16,38379060,38412524,1,578,42.06,protein_coding
ENSMUSG00000002845,16,38379060,38412524,1,437,42.06,protein_coding
ENSMUSG00000074826,13,67052978,67057300,1,2067,39.58,protein_coding
ENSMUSG00000074826,13,67052978,67057300,1,1652,39.58,protein_coding
ENSMUSG00000060404,13,21295653,21303265,1,3707,38.50,protein_coding
ENSMUSG00000060404,13,21295653,21303265,1,3930,38.50,protein_coding
ENSMUSG00000060404,13,21295653,21303265,1,3597,38.50,protein_coding
ENSMUSG00000060404,13,21295653,21303265,1,3794,38.50,protein_coding
ENSMUSG00000060404,13,21295653,21303265,1,954,38.50,protein_coding
ENSMUSG00000071522,13,21313809,21320466,1,3963,37.53,protein_coding
ENSMUSG00000071522,13,21313809,21320466,1,1087,37.53,protein_coding
